"text","label"
"@Amy_Mc blame @apple and their rubbish memory on my phone","negative"
"Top Expert Consensus for $AAPL is Moderate Buy https://t.co/fVKriCdeDZ #NASDAQ #stocks #AAPL","neutral"
"@calemcmartin blame @apple","negative"
"Love the new @apple @ipadair_2 TV spot - http://t.co/nW7a6iXsjE","positive"
"WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple","neutral"
"@ABillaut @VaynerMedia @Apple Thanks so much!","positive"
"So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch","positive"
"There is nothing in life more fragile than an Apple branded lightning cord. @Apple","negative"
"Photo: Amazing customer service today @Apple. UTC store. I worked form the store for several hours on... http://t.co/9tLhm3p2z6","positive"
"Grandma needs a watch. @Samsung  @apple @mota""","neutral"
"my computers so slow right now its making me want to shoot someone its a god dam mac i shouldnt hav 2 deal with this! @Apple","negative"
"And they ain't open till 8 to help me so I can't even contact anyone for the shoot now @apple u can suck multiple digs. Whack","negative"
"RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool","negative"
"@SimplyYours_Joh @ScarFaceSheed_ @JColeNC @Apple I told him that but he's crazy","neutral"
"http://t.co/BPlf0dCyvK""","neutral"
"@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..","negative"
"@OneRepublic @Apple Pleaseeeeeeeeee","neutral"
"http://t.co/uFZCW60Ocr""","neutral"
"Steve Wozniak Discusses Apple's Early Days and Working with Steve Jobs [Mac Blog] http://t.co/iPnD6LD5ur #AAPL","neutral"
"@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though  I only own iPod.","positive"
"@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf","negative"
"My phone is so shitty even the time freezes @Apple http://t.co/7Mh7RMlqFX","negative"
"@OneRepublic @Apple You all are ready to go. #ColoradoLovesYou","positive"
"iOS 8.1 has fucked my battery life on my iPhone 6. Really starting to wonder if @apple has any quality control anymore. Wish I was on 8.01","negative"
"The Secret of Life from Steve Jobs in 46 Seconds. Some #motivation from the late CEO of @apple http://t.co/7UOYKec9YN","neutral"
"@deet @Apple I'm a rebel (sometimes aka a Luddite).  :p  :)","neutral"
"second phone charger broke in two weeks @apple i hate you","negative"
"RT @tra_hall: The JH Hines Staff with their newly issued @Apple #ConnectED Macbook and iPad mini #txed http://t.co/82YjiCJBxH #txed","neutral"
"@Apple reveals its Best of 2014 app list- Elevate and Threes! top the list http://t.co/mihPqPozLt via @Techland","neutral"
"http://t.co/fG4Zrvq8Bk #aapl #hnhd""","neutral"
"#AAPL:Apple Inc. and Facebook Clash; Neither Is Wrong...http://t.co/UuvN8TkrRs","neutral"
"@Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops","neutral"
"I would like an @Apple rep to reach out to me and resolve the issue @tim_cook","neutral"
"Paid $20 for a new 5 charger and couldn't  b more pissed about it... this is rape @apple","negative"
"@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C","negative"
"@apple is this how you train your employees to deal with issues?? To hang up on the customer? After 15 fucking minutes of me waiting on hold","negative"
"about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed","negative"
"http://t.co/lHsL5ORJS7""","neutral"
"@MhDaDon @Apple next year","neutral"
"RT @gxldblvnts: thanking @apple for the 'do not disturb' feature","positive"
"http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn""","neutral"
"Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport","negative"
"@CarlaBarlaCakes @MoBiggaa @Apple snapchat?","neutral"
"RT @cruci0btch: why don't we have harry potter emojis please work on this @Apple","negative"
"@zagkmerrick @Apple thats not their twitter oh","neutral"
"@getlolo_ @apple explain this please http://t.co/G6fZnyuCP8","neutral"
".@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.","negative"
"@APPLE CAN YALL PLEASE SEND ME MY FUCKIN PHONE","negative"
"@LupeFiasco Did he sell his headphones to @apple ?","neutral"
"Walked into work and seen this . Who tf traded in a bent up ass iPhone. @apple yall needa fix this shit http://t.co/41AD2aQig3","negative"
"@aydlettgwyn13 @apple please educate us","neutral"
"@ch0ng_li @Apple I'll take a look at that. I'm fed up with iPad well &amp; truly..","negative"
"http://t.co/Z2BQWXee44""","neutral"
"@apple well done you #cunts my printer don't work since your #fucking #Yosemite #UPDATE #Pricks!","negative"
"Well played @apple http://t.co/mGbsxyiA69","positive"
"@Apple airplay sucks on Yosemite","negative"
"Dear @Apple:  Where the ever-lovin' heck did you put the navigation arrows in the iTunes store? Do you even use your own software?","negative"
"http://t.co/qdJLBaw3DZ""","neutral"
"iPhone Shortages Not Helping RadioShack as Consumer Sales Plummet http://t.co/UVre2GM1oh #AAPL","negative"
".@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.","negative"
"Apple Secretly Deleted iPod Owners' Songs Downloaded From Competing Music Services http://t.co/glvCdIKMwG #AAPL","negative"
"Apple Tentatively Approves Plans to Expand Reseller Network in India with 500 New Stores [Mac Blog] http://t.co/ttTFQVOiIr #AAPL","neutral"
"2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea","negative"
"When is @apple going to stop producing these pieces of shit earphones? Its about time for earphones that dont tangle! http://t.co/qFSHqwc4Zj","negative"
"CNBCTV:  Analyst worries about #iPhone growth #aapl http://t.co/2cA2SfAShg","neutral"
"They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite","negative"
"It is such fucking horseshit that I have to install Chrome just to watch @netflix on my Mac. Hey @Apple when are you going to fix this?!??","negative"
"Hey @Apple I think u need a new product: iPster","negative"
"Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!","negative"
"'This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???","negative"
"@eliransapir @Apple ok duly noted","neutral"
"Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple","negative"
"MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple","negative"
"@Apple my phone just died at 5% and I feel betrayed.","negative"
"Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad","neutral"
"Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/XVB8utXOU3","positive"
"Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs","negative"
"@jokigenki @Apple I think it's like 2011? Can't look right now.","negative"
"#AAPL:How to Remove Apple Pay Credit Cards Remotely From http://t.co/JPD3HwdeeE...http://t.co/7XGBbp7cjW","neutral"
"MasterCard debuts new ad spot starring #Apple Pay and Gwen Stefani - http://t.co/GppcWzeTBu #AAPL #GwenStefani","neutral"
"The @apple enterprise developer agreement is (wait for it ) 719  (seven hundred and nineteen) pages !!","neutral"
"fuck you @apple @iphone","negative"
"My messages aren't sending...@apple tf is going on","negative"
"@baseballbridget @apple we couldn't even get a turkey for TDay so they just don't care... #appleemojissuck","negative"
"Hey @apple @sprint I'm not a fan of your latest commercial!!","negative"
"Here's #Apple's Next Great Business http://t.co/L1IfhyexQA via @sai #aapl","neutral"
"Awesome! @Apple invented peanut-butter-sandwich technology for phones. http://t.co/DPZpoqZTHX","positive"
"Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D","neutral"
"@apple get cha shit together and fix my phone !!!","negative"
"RT @OvelhaNegraTV: Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc","negative"
"I can't queue songs on an iPhone @apple @timcook #FixIt","negative"
"13 Things You Didn't Know Your #iPhone6 Could Do #aapl http://t.co/RsPEXS5vuC http://t.co/2CfryTGVom","neutral"
"My phone turned off iMessage and won't let me turn it back on and oh yeah no message will load or send. Thanks @apple!","negative"
"We need to talk @apple","neutral"
"I've been waiting 2 months for my iPhone 6+ what the fuck @Apple @ATT","negative"
"@NeimanMarcus utilizing iBeacons for #engagement to send messages to @Apple Passbook #personalization http://t.co/CVNq0lUhNO via @pymnts","neutral"
"Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/SLtEs6ZKFE #AAPL","neutral"
"Do i have to go to @Apple if idr the code? -_-","neutral"
"#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks","neutral"
"real quick shout out to @apple for your technology never working","negative"
"http://t.co/lHsL5ORJS7""","neutral"
"How to #profit in #Apple (#AAPL) #options #trade #trading #finance #short #bet #hedge http://t.co/aMlM8FaJDQ","neutral"
"Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. 鶯50 to change.","negative"
"#AAPL:iPhone 6 Patent Fraud Case in China Complicated Hacked Photos...http://t.co/eVUHNXiy6T","neutral"
"if i buy a 16 gb phone i should have 16 GB'S TO USE @apple","negative"
"@TeamCavuto @charliekirk11 @Apple what did Macy's have to do with it or the other stores they blocked?","neutral"
"@Apple fuck u n this weak ass iPhone","negative"
"Just broke my 3rd charger of the month. Get your shit together @apple","negative"
"@apple doesn't even own that handle? LOL SIRI knows NOTHING is what I wanted to tell you Mac peeps","negative"
"Take the stress out of looking for Christmas presents &amp; get a 15% student discount at @Apple http://t.co/ulqHvLVzLY http://t.co/3VoUTa45gb","positive"
"Apple Inc SEO: A Walk Through The Mystery Of http://t.co/yWvCLgnWLZ http://t.co/UIMroAHQpk #AAPL","neutral"
"I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/It9XKp6LSx","neutral"
"@apple I am beginning to think your products are crap","negative"
"Well thanks @apple for losing over 5000 of my songs off my classic and now every photo i had on my itouch was deleted. #greatcompany","negative"
"#AAPL:Steve Jobs Defends Apple in Taped Deposition...http://t.co/7oXigddEQU","neutral"
"Top #iOS apps of 2014. @Apple names Elevate Brain Training as #1 iPhone app. http://t.co/tyRNmYGnDP","neutral"
"@apple I FUCKING HATE YOU http://t.co/xRxXK0rdot","negative"
"@briannaUrie @Apple Their autocorrect is so shit too","negative"
"so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple","negative"
"@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.","neutral"
"I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right","negative"
"@shortyawards @Apple it is very confusing u wonder if it means u are going to get a bill later for Ur download please use free if it's free","negative"
"@HeadxCreeps @Apple fuck you apple","negative"
"3G is draining my battery fix this @apple","negative"
"@apple u used to b cool what happened","negative"
"@ace_kit_uk @office_nerd @Apple Is this deal still available?","neutral"
"my notifications are so messed up thank u @apple","negative"
"non-banks @google @apple @PayPal @Moven @Venmo #FinTech via @stevedenning Can Banks Master Disruptive Innovation? http://t.co/LQ5PgE7vRF","neutral"
"13% left what even is this shit @apple","negative"
"@prettynumbers @TeamCavuto @Apple For so many reasons. https://t.co/aeHBi4IvoG","neutral"
"Music Listeners Everywhere.""","negative"
"APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple","negative"
"Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR","neutral"
"Apple Launches Ten Holiday-Themed iTunes Radio Stations [iOS Blog] http://t.co/fF0JIspy7s #AAPL","neutral"
"http://t.co/390LCAqyfT""","neutral"
"@DannyRosin @Apple It will be interesting to watch how/if this is resolved.","neutral"
"Any one know how to retrieve deleted texts from iPhone.  #Apple @apple #textmessage","neutral"
"You'll be back in my life soon @apple","positive"
"http://t.co/gRR3bUFPkS Follow @apple.holidays http://t.co/Z28vBvo3gy","neutral"
"my iPhone is fucked. Thanks @apple and @EE what great help you were. Where can i get a new iPhone from?","negative"
"@TayLeanne15 @Apple you can!","neutral"
"Why does my phone suck so much @apple","negative"
"iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing","neutral"
"@Apple need to hurry up and make a middle finger emoji","neutral"
"@Facebook founder attacks @Apple boss over 'ridiculous' comments http://t.co/pverWexJv8","negative"
"Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD""","neutral"
"RT @codygotMs: @lihdior_ @apple fuck wrong witchall niggas ?","negative"
"@AppleOfficialll @apple I can't say enough about how awesome Apple has been. They've already processed a reorder for the phone that UPS lost","positive"
"RT @laurrynk: Dear @apple replace my phone my battery sucks","negative"
"F u @Apple UR geniuses can suck my ass!","negative"
"@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp","neutral"
"@LIMFestival lolol. Stupid phone. Should say best and most varied. @apple sort this phone out. Apols.","negative"
"RT @donacamp: Brass band at @Apple Store Broadway #WintersEve #NYC http://t.co/ufworZjgpP","neutral"
"http://t.co/1d9CjG42iQ""","neutral"
"From beyond the grave! RT @GMA: Jurors set 2 hear fr star witness at @Apple trial: Steve Jobs. http://t.co/kehRY5VYAS http://t.co/KgvFdBtF7S","neutral"
"RT @laur_va: .@Apple engineer makes printer from #Lego http://t.co/4071tVKZzB #makers http://t.co/nVboA5AD4n","neutral"
"I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple","negative"
"Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone","negative"
"RT @thehill Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/WY4zI6XQtF","neutral"
"http://t.co/DK99Rq2U1e""","neutral"
"@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!","negative"
"iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq","neutral"
"TheStreet:  Corporate Earnings to Contract; Short #Apple: Best of Kass #aapl http://t.co/vrsw8sPbpd","neutral"
"um where's the mango emoji @apple","neutral"
"@Apple honestly sucks","negative"
"It shouldn't take a whole week to replace my harddrive @apple this is ridiculous I have homework to do","negative"
"@Apple Watch SDK and #Monetizaton: Why You Should Download #WatchKit As Soon As Possible http://t.co/5MBQvLU5Ba","neutral"
"BLOCK TRADE detected in #AAPL","neutral"
"http://t.co/az3SvKM4Id""","neutral"
"RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months","negative"
"@Apple deleted music from customers' iPods http://t.co/FzmaFUzrnl","negative"
"#CNBC   how does that fat finger on #AAPL look NOW!  #@BobPisani only a few days later","neutral"
"'@Apple: What to Expect in 2015' http://t.co/iE1WZiWiL5","neutral"
"Is Apple The Most Important Stock On Earth?  http://t.co/fQ75jYND5P #aapl http://t.co/N0tnOVXLD4","neutral"
"http://t.co/tTlm4APM8y""","positive"
"#Apple's #iPhone6 International Prices Are Higher Than The US - Forbes #aapl http://t.co/ij4CjpCkg6","neutral"
"@stevewoz @AMCTheatres Steve Woz sits down with an @apple II computer and @BloombergNews https://t.co/ygJZxroDXV","neutral"
"RT @smartoutsource1: Steve Wozniak calls @Apple's legendary garage 'a bit of a myth' http://t.co/Wl2kJTcRNR","neutral"
"Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL","neutral"
"Here's How Jimmy Iovine Convinced #Apple To Buy #Beats #aapl http://t.co/9pgEhOTWFh http://t.co/o6g7TzpyJI","neutral"
"iPhone battery life takes the piss sort it out @apple iphone #iphone #apple http://t.co/6f1QuV2DUt","negative"
"Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg","negative"
"http://t.co/6EJ6Mbv44f""","neutral"
"RT @mariah_reagan: '@JamesLoera: @mariah_reagan true.. Silly iPhone' @apple get your life together","negative"
"Always so impressed with the customer service at the @apple store square one. My laptop works again and didn't cost me a dime!","positive"
"@OneRepublic @Apple FOLLOW ME PLS","neutral"
"http://t.co/yvpAZQUmNt""","neutral"
"My phone is plugged in and losing battery. Thanks @apple","negative"
"macbook love today @apple","positive"
"http://t.co/2n2KjtmU2g""","neutral"
"@apple my app store aint working. y??","negative"
"I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.","negative"
"Last night I had like 10 more apps than I do now. What's up with that @apple  I hate you","negative"
"TRASH. @Apple","negative"
"@SamsungMobile http://t.co/7sbfUaH5gx""","neutral"
"We will be in room 1215 at 3:15 today presenting on our experience with @Apple DEP and @JAMFSoftware   #herewegolakers","neutral"
"my phone keeps fucking freezing @apple","negative"
"RT @hf: @imcatnoone @Apple or you can't even sync folders","negative"
"@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync","negative"
"RT @AllisonSalz: When you request custom gift wrap from @apple ... Don't do it ... http://t.co/DoenA0e8nx","negative"
"This happened to me SEVERAL times!! Fuck you @Apple deleted rivals' music from iPods for years...http://t.co/QBvcBmZVOF @MailOnline","negative"
"#AAPL #iPadAir2 RT @waltmossberg Apple Unveils New iPad Air 2 Ads http://t.co/XCsTkCpQWo  via @KurtWagner8 http://t.co/KkUUQBhK9q","neutral"
"Is Apple The Most Important Stock On Earth?  http://t.co/s5ple0Orww #aapl http://t.co/ZvW4vwZzww","neutral"
"@apple iBooks picks OPERATION PAPERCLIP as one of the Top Ten NonFiction Books of the Year.  #BestBook2014 #iBooks2014","neutral"
"It's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. Battery won't charge! :( http://t.co/e9oGDNlcmw","negative"
"@Apple made it clear today that I as a customer are not worth a measly $79!! An employee gave mis info and they will not stand behind it","negative"
"RT @muchtech: @Apple Planning to Open 500 iStores in India :http://t.co/HhRlHFcdUP","neutral"
"http://t.co/O2kMFHrQlr""","neutral"
"http://t.co/vjOWVvDFx5""","neutral"
"@Swift_Addiction: lol @apple quicktime MOVs","neutral"
"@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn","negative"
"http://t.co/t2uV8nZ46v""","neutral"
"RT @Shuevey: Fuck you @apple","negative"
"@apple last time I checked I thought I bought a iphone 6 not a slippery ass bar of soap disguised as one. I DIDNT DESERVE THIS","negative"
"http://t.co/mzLzxlhEsl""","neutral"
". @mattz62 We'll find out when I go to the @Apple store and see what they say.","neutral"
"https://t.co/8CBUgrEHZS""","neutral"
"iPhone 6 Plus Makes Up 41% of Large Phone Sales as iPhone 6 Leads iOS Devices [iOS Blog] http://t.co/H2U3zIpG82 #AAPL","neutral"
"The pop up message box on Iphones is terrible @apple","negative"
"@zagkmerrick @Apple DO THEY EDN HAVE A TWITTER","neutral"
"@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF","negative"
"Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple","negative"
"Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed","positive"
"http://t.co/lnC1yqSxPw""","neutral"
"@Samsung is way better than @Apple","negative"
"@smiIingbarakat @Apple YEAH APPLE UR SLACKIN","negative"
"IM HOLDING YOU RESPONSIBLE @apple""","negative"
"@BestBuySupport Now I'm being told because it was an @Apple product the price can't be overrided. Must pay full price then call back for an","negative"
"Details of the Apple Inc. iPad Mini 4 Revealed http://t.co/Qeun7yXwMP #AAPL","neutral"
"All IPhone users""","neutral"
"New Details On @Apple's Giant-Sized #iPad Might Have Just Leaked http://t.co/lYQuGhgn4D via @Inc","neutral"
"@stevewoz watcha doing there with the soldering iron woz at @BloombergNews  and the @apple II computer are you swapping caps?","neutral"
"@OneRepublic @Apple Follow meeee","neutral"
"#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM","neutral"
"@OneRepublic @Apple wow that's amazing","positive"
"didn't think so. #SurfsUpSamsung""","negative"
"Literally have been trying to get my @Apple ID re-enabled since November. Why in the actual fuck is this so difficult?","negative"
"@Apple sometimes I have to restart my phone to make Siri do speak selection and it's annoying #fixit","negative"
"@apple don't delete music off of my iPhone that I payed GOOD MONEY FOR","negative"
"Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL","neutral"
"@apple get your shit together.","negative"
"RT @_iamGambino: Thank you @Apple","positive"
"@SheLovesQuez fuck @Apple I'm get a note","negative"
"Apple Inc. (AAPL) Focuses On Larger Indian Market Share http://t.co/o9RU1Lv1V8 #AAPL","neutral"
"Will Apple Inc.'s Profit Margin Continue Upward? http://t.co/RgXf3KuAOv #AAPL","neutral"
"Idk if it's my phone or WHAT ! Ip6 ain't shit but problems. @apple fix this shit !!","negative"
"@Apple #CEO @Tim_Cook to be namesake of Alabama anti-discrimination bill http://t.co/S6q98V17mi","neutral"
"RT @JodiSpicer: #whoknew Why isn't @Apple on Twitter? http://t.co/HmsbwjEL1K #interestingfact #passingthetime","neutral"
"That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[","negative"
"really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.","negative"
"This is why I moved over to @Apple... http://t.co/fAW3zsfzt7","positive"
"#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S; Come in 3 Styles...http://t.co/0XbmuVdZpL","neutral"
"http://t.co/16qbQo1PRK""","neutral"
"INSIGHT FROM APPLE'S TIME COOK http://t.co/96c0F0rfgX @tim_cook @apple #Apple #iPhone6 #Google #Microsoft http://t.co/DeOerErnMf","neutral"
"Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw","neutral"
"cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning","positive"
"LastPass Debuts 'Auto-Password Change' Feature for Easy Password Changes [Mac Blog] http://t.co/KRn2ievXhR #AAPL","neutral"
"Aye @apple why don't you guys make the apple headphones in different colors?","neutral"
"@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.","negative"
"my phone was on 19 percent and then it shut off okay @apple fuck you","negative"
"Apple Inc. CEO Donates $291K To Pennsylvania School District http://t.co/9gkKgWuASR #AAPL","positive"
"why isnt group facetime a thing @apple wtf","negative"
"Can we have 3-way calling on FaceTime calls and the ability to move between devices seamlessly @Apple @TimCook @God","neutral"
"@waywardhem @nheagy @apple I was thinking about this the other day. I wish it would come true.","neutral"
"I love @AIRMILES! Between @chaptersindigo &amp; @apple I earned ~200 miles during the #BlackFriday sale! #freemoney #centsability #cybermonday","positive"
"@tschwettman @Apple what about M E","neutral"
"RT @wagner_tim: @robconeybeer: You need an IP portfolio to defend against big companies - just look at @Samsung @Apple court battles","neutral"
"#AAPL:Pacific Crest's Apple Analyst Reiterates Selling Some Shares...http://t.co/zj974XddLN","neutral"
"Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple","negative"
"@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board","negative"
"@illogikal @Apple nigga fuck yo couch lol","negative"
"hey @apple why won't you let me facetime claire stop being rude","negative"
"@apple get your shit together with group chats on ios8","negative"
"Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail","negative"
"http://t.co/OLEVFjA8HP""","neutral"
"RT @cl4yt0n_c00p3r: There needs to be a Texas flag emoji @apple","neutral"
"ur stuff sucks""","negative"
"RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple","negative"
"@OneRepublic @Apple it's so crazy haha guys can you follow me? Please","neutral"
"@BlackBerry I kinda feel sorry for @Apple tho. #GoodJob with your last product guys!","negative"
"http://t.co/P66pCgDlij""","neutral"
"Seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! I hate how gullible people can be.","negative"
"@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%","negative"
"Goodbye graphics problems. Thank you @apple for such great customer service. http://t.co/uvohriZKYE","positive"
"#aapl http://t.co/YgLYZoqkO6""","neutral"
"RT @NYDailyNews Steve Wozniak @stevewoz reveals that @Apple did not start in a garage. http://t.co/8rqzuBCOpx  http://t.co/mUrpwQ3kHB","neutral"
"@OneRepublic @Apple That's what I was thinking today! After nearly two years mine only lasts for four hours now :(","negative"
"Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android","negative"
"@apple yall some hoes","negative"
"http://t.co/XTbFhpbYf7""","negative"
"For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams","negative"
"@apple please work on being able to still use your phone when someone calls you so I can successfully ignore my moms call while on Twitter","negative"
"http://t.co/ZJsUuKaOYd""","neutral"
"Aw yeah! monarchywpb sticker to ride with @Rhyot boommovement and @apple http://t.co/RGcHuCS95D","neutral"
"RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together","negative"
"It looks like I have a software update saved in my storage on my IPhone. Can I delete this or do I need it? @Apple #Applesupport","neutral"
"@Apple loses appeal to trademark 'app store' in #Australia http://t.co/cmfU7qfVWY","negative"
"Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net","neutral"
"http://t.co/YLL678kOkn""","positive"
"http://t.co/g2sWiE0bJS""","positive"
"@OneRepublic @Apple @JKsOnTheRadio legit thought that was you in this pic!","neutral"
"Things are happening @apple","neutral"
"@SealsKevin @TeamCavuto @Apple Hopefully endangering their own lives!","negative"
"http://t.co/CysxBbg4YW""","neutral"
"Just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail","negative"
"Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL","neutral"
"Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP","neutral"
"RT @MariaBartiromo: Apple breaks $700B market cap http://t.co/z7JcEFcGZD @Apple @OpeningBellFBN @FoxBusiness @MBlockRhino  #JohnSpallanzani","neutral"
"This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one","negative"
"@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.","neutral"
". @stevewoz: passion for engineering/design at the heart of what he did for @apple. http://t.co/dL7l2Us27T via @BloombergTV","neutral"
"See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh","neutral"
"3 Reasons #Apple Is a Potential Warren Buffett Stock and 1 Reason It Isn't | The Motley Fool #aapl http://t.co/BnSCg3I2yo","neutral"
"RT @LawKitson: Wut? @apple can I have my money back? kthx http://t.co/zVp7MUZDAM","negative"
"Here's @Apple's picks for best apps and games of 2014. http://t.co/1BWd8k32gv","neutral"
"#AAPL:Apple Is Building A $161 Million Theatre...http://t.co/iY5XtGtlGp","neutral"
"http://t.co/LXuyPKVhd5""","neutral"
"FUCK OFFFFFF @apple http://t.co/vVQqXuhbrM","negative"
"@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch","negative"
"Why @Apple don't got layaway lol I need an iMac man","neutral"
"RT @Ecofantasy: Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple","negative"
"RT @RatingsNetwork: Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL","neutral"
"@OneRepublic @Apple awsome","positive"
"Technology News: @Apple trial to feature unseen late #SteveJobs video deposition http://t.co/YVyoTpdMZP","neutral"
